# Reviewed pin decisions (2026-09-25). Each pin was LOOKED AT in a rendered crop before deciding.
# Remove when the right label is not certain; relabel only when certain. See pin_fixes.py.
# module	slice	structure	x	y	action	reason
ct-head-sagittal	43	paranasal-sinus	31.6	82.3	remove	on the horizontal streak artefact, not a sinus
ct-head-sagittal	43	paranasal-sinus	55.7	63.7	remove	external ear canal, not a paranasal sinus
ct-head-sagittal	43	paranasal-sinus	63.2	61.2	remove	mastoid air cells, not a paranasal sinus
ct-head-sagittal	43	paranasal-sinus	66.1	62.5	remove	mastoid air cells, not a paranasal sinus
ct-head-sagittal	44	skull	36.1	81.4	remove	on the horizontal streak artefact, no bone under the pin
ct-head-sagittal	44	skull	40.3	60.0	remove	faint band in the cheek soft tissue, not certainly bone
ct-head-sagittal	44	paranasal-sinus	55.7	63.7	remove	external ear canal, not a paranasal sinus
ct-head-sagittal	45	skull	35.5	81.9	remove	on the horizontal streak artefact, no bone under the pin
ct-head-sagittal	45	paranasal-sinus	55.5	64.0	remove	external ear canal, not a paranasal sinus
ct-head-sagittal	46	skull	59.3	38.0	remove	faint partial-volume smudge at the lateral edge of the skull, not certainly bone
ct-head-sagittal	46	skull	62.0	39.4	remove	faint partial-volume smudge at the lateral edge of the skull, not certainly bone
ct-head-sagittal	46	skull	62.8	37.0	remove	faint partial-volume smudge at the lateral edge of the skull, not certainly bone
ct-head-sagittal	46	paranasal-sinus	56.0	64.0	remove	external ear canal, not a paranasal sinus
ct-head-sagittal	46	paranasal-sinus	59.1	60.0	remove	external ear canal, not a paranasal sinus
ct-head-sagittal	47	paranasal-sinus	58.6	60.0	remove	auricle / external ear canal air on a far-lateral slice, not a paranasal sinus
ct-head-sagittal	48	paranasal-sinus	58.3	60.4	remove	auricle / external ear canal air on a far-lateral slice, not a paranasal sinus
ct-thorax-axial	1	sternum	49.1	52.7	remove	on the T1 vertebral body, not sternum
ct-thorax-axial	1	rib	18.5	52.1	remove	on the scapula at the shoulder, not a rib
ct-thorax-axial	1	rib	24.4	70.3	remove	on the scapula body, not a rib
ct-thorax-axial	1	rib	29.6	44.3	remove	anterior oval bone above the lung apex: clavicle, not a rib
ct-thorax-axial	1	rib	65.7	41.2	remove	anterior oval bone above the lung apex: clavicle, not a rib
ct-thorax-axial	2	rib	25.9	71.3	remove	on the scapula body, not a rib
ct-thorax-axial	2	rib	33.5	41.7	remove	anterior oval bone above the lung apex: clavicle, not a rib
ct-thorax-axial	2	rib	66.4	41.0	remove	anterior oval bone above the lung apex: clavicle, not a rib
ct-thorax-axial	2	rib	87.2	54.4	remove	on the humeral head / glenoid at the shoulder, not a rib
ct-thorax-axial	3	sternum	47.0	56.7	remove	on the vertebral body, not sternum
ct-thorax-axial	3	rib	35.1	40.8	remove	anterior oval bone above the lung apex: clavicle, not a rib
ct-thorax-axial	3	rib	64.6	40.0	remove	anterior oval bone above the lung apex: clavicle, not a rib
ct-thorax-axial	4	sternum	57.8	38.6	remove	on the medial end of the clavicle, not sternum
ct-thorax-axial	4	rib	35.8	40.5	remove	anterior oval bone above the lung apex: clavicle, not a rib
ct-thorax-axial	4	rib	63.3	39.3	remove	anterior oval bone above the lung apex: clavicle, not a rib
ct-thorax-axial	5	sternum	54.9	38.9	remove	on the medial end of the clavicle, not sternum
ct-thorax-axial	5	rib	37.0	40.3	remove	anterior oval bone above the lung apex: clavicle, not a rib
ct-thorax-axial	5	rib	61.8	39.0	remove	anterior oval bone above the lung apex: clavicle, not a rib
ct-thorax-axial	5	vertebral-canal	48.2	57.3	remove	second canal component on the back of the vertebral body; the canal is pin 10, this one is not certain
ct-thorax-axial	6	sternum	55.6	38.5	remove	on the medial end of the clavicle (two paramedian ovals, no midline bone), not sternum
ct-thorax-axial	7	sternum	57.1	36.8	remove	paramedian bone at the sternoclavicular level: clavicle head or manubrium, not certain
ct-thorax-axial	7	rib	37.4	42.2	remove	paramedian bone at the sternoclavicular level: clavicle or first rib, not certain
ct-thorax-axial	9	rib	83.3	64.4	remove	thick lateral border of the scapula outside the rib cage, not a rib
ct-thorax-axial	10	rib	28.0	76.1	remove	thin scapular blade behind the rib cage, not a rib
ct-thorax-axial	10	rib	70.9	75.3	remove	thin scapular blade behind the rib cage, not a rib
ct-thorax-axial	10	vertebral-canal	47.2	59.1	remove	inside the vertebral body (bone), not the vertebral canal
ct-thorax-axial	11	thoracic-vertebra	57.8	69.3	remove	on the rib neck / transverse process lateral to the vertebra; which bone is not certain
ct-thorax-axial	11	rib	82.2	66.4	remove	thick lateral border of the scapula outside the rib cage, not a rib
ct-thorax-axial	12	rib	80.9	67.6	remove	thick lateral border of the scapula outside the rib cage, not a rib
ct-thorax-axial	12	vertebral-canal	48.6	59.4	remove	inside the vertebral body (bone), not the vertebral canal
ct-thorax-axial	13	rib	16.7	66.3	remove	thick lateral border of the scapula outside the rib cage, not a rib
ct-thorax-axial	13	rib	80.4	68.6	remove	thick lateral border of the scapula outside the rib cage, not a rib
ct-thorax-axial	14	rib	17.2	67.7	remove	thick lateral border of the scapula outside the rib cage, not a rib
ct-thorax-axial	14	rib	80.3	69.1	remove	thick lateral border of the scapula outside the rib cage, not a rib
ct-thorax-axial	14	vertebral-canal	47.3	61.2	remove	inside the vertebral body (bone), not the vertebral canal
ct-thorax-axial	15	rib	17.5	68.6	remove	thick lateral border of the scapula outside the rib cage, not a rib
ct-thorax-axial	15	rib	80.0	69.9	remove	thick lateral border of the scapula outside the rib cage, not a rib
ct-thorax-axial	16	rib	79.7	70.7	remove	thick lateral border of the scapula outside the rib cage, not a rib
ct-thorax-axial	16	vertebral-canal	49.2	60.7	remove	inside the vertebral body (bone), not the vertebral canal
ct-thorax-axial	17	rib	18.1	70.4	remove	lateral border / blade of the scapula outside the rib cage, not a rib
ct-thorax-axial	17	rib	79.2	71.2	remove	lateral border / blade of the scapula outside the rib cage, not a rib
ct-thorax-axial	18	rib	18.3	70.9	remove	lateral border / blade of the scapula outside the rib cage, not a rib
ct-thorax-axial	18	rib	78.8	71.7	remove	lateral border / blade of the scapula outside the rib cage, not a rib
ct-thorax-axial	19	rib	19.5	73.0	remove	lateral border / blade of the scapula outside the rib cage, not a rib
ct-thorax-axial	19	rib	75.7	75.0	remove	lateral border / blade of the scapula outside the rib cage, not a rib
ct-thorax-axial	20	rib	20.5	74.3	remove	lateral border / blade of the scapula outside the rib cage, not a rib
ct-thorax-axial	20	rib	76.7	74.0	remove	lateral border / blade of the scapula outside the rib cage, not a rib
ct-thorax-axial	21	rib	19.7	72.5	remove	inferior part of the scapula outside the rib cage, not a rib
ct-thorax-axial	21	rib	76.4	74.2	remove	inferior part of the scapula outside the rib cage, not a rib
ct-thorax-axial	22	thoracic-vertebra	55.0	71.9	remove	on the rib neck / transverse process lateral to the vertebra; which bone is not certain
ct-thorax-axial	22	rib	23.0	76.5	remove	inferior part of the scapula outside the rib cage, not a rib
ct-thorax-axial	23	rib	21.4	74.4	remove	inferior part of the scapula outside the rib cage, not a rib
ct-thorax-axial	23	vertebral-canal	51.0	63.5	remove	inside the vertebral body (bone), not the vertebral canal
ct-thorax-axial	24	rib	24.2	76.9	remove	inferior part of the scapula outside the rib cage, not a rib
ct-thorax-axial	27	thoracic-vertebra	54.1	71.0	remove	on the rib neck / transverse process lateral to the vertebra; which bone is not certain
ct-thorax-axial	31	vertebral-canal	50.4	62.5	remove	inside the vertebral body (bone), not the vertebral canal
ct-thorax-axial	31	vertebral-canal	55.7	70.1	remove	on the rib neck / transverse process lateral to the vertebra, not the vertebral canal
ct-thorax-axial	32	thoracic-vertebra	54.7	70.4	remove	on the rib neck / transverse process lateral to the vertebra; which bone is not certain
ct-thorax-axial	38	rib	38.6	62.0	remove	on soft tissue with no bone, not a rib
ct-thorax-axial	39	rib	68.5	63.7	remove	on soft tissue with no bone, not a rib
ct-thorax-axial	45	lung	58.0	26.4	remove	on bowel gas below the diaphragm, not lung
ct-thorax-axial	45	rib	67.5	63.6	remove	on soft tissue with no bone, not a rib
ct-thorax-axial	46	lung	57.2	26.1	remove	on bowel gas below the diaphragm, not lung
ct-thorax-axial	46	rib	59.6	60.8	remove	on soft tissue with no bone, not a rib
ct-thorax-axial	46	rib	61.0	62.6	remove	on soft tissue with no bone, not a rib
ct-thorax-axial	47	lung	39.9	34.4	remove	on bowel gas below the diaphragm, not lung
ct-thorax-axial	47	lung	57.0	25.9	remove	on bowel gas below the diaphragm, not lung
ct-thorax-axial	47	rib	34.7	61.5	remove	on soft tissue with no bone, not a rib
ct-thorax-axial	48	lung	39.8	32.5	remove	on bowel gas below the diaphragm, not lung
ct-thorax-axial	48	lung	57.9	25.6	remove	on bowel gas below the diaphragm, not lung
ct-thorax-axial	48	rib	47.1	65.3	remove	on the side of the vertebra at the pedicle / rib head junction; which bone is not certain
ct-thorax-coronal	1	sternum	47.1	72.3	remove	small bright nub at the medial end of a paramedian costal cartilage, no midline sternum here, not certain sternum
ct-thorax-coronal	2	lung	58.4	97.8	remove	air in the epigastrium between the costal margins below the sternum, bowel gas not lung
ct-thorax-coronal	2	sternum	45.6	68.9	remove	on a calcified costal cartilage strip lateral to the sternum, not certain sternum
ct-thorax-coronal	2	sternum	47.0	68.0	remove	small fragment at the sternocostal junction separate from the sternum, not certain sternum
ct-thorax-coronal	2	sternum	56.0	65.3	remove	small fragment at the sternocostal junction where the costal cartilage meets, not certain sternum
ct-thorax-coronal	3	lung	56.8	96.0	remove	air in the epigastrium between the costal margins below the sternum, bowel gas not lung
ct-thorax-coronal	4	lung	55.8	96.0	remove	air in the epigastrium between the costal margins below the sternum, bowel gas not lung
ct-thorax-coronal	5	lung	55.3	96.0	remove	air in the epigastrium below the diaphragm dome, bowel gas not lung
ct-thorax-coronal	5	sternum	56.2	46.9	remove	separate bright ossicle at the medial end of a costal cartilage beside the sternum, not certain sternum
ct-thorax-coronal	6	lung	55.1	96.0	remove	air in the epigastrium below the diaphragm dome, bowel gas not lung
ct-thorax-coronal	12	sternum	57.0	10.7	remove	small bright dot in soft tissue above and lateral to the sternum, separate from it, not sternum
ct-thorax-coronal	13	sternum	42.1	17.9	remove	lateral lobule at the manubrium edge at the first costal cartilage junction, sternum vs first rib not certain
ct-thorax-coronal	13	sternum	57.0	12.3	remove	on the medial clavicle head above the manubrium, not sternum
ct-thorax-coronal	13	sternum	58.3	8.1	remove	on the medial clavicle head above the manubrium, not sternum
ct-thorax-coronal	13	rib	59.8	16.1	remove	lateral lobule at the manubrium edge at the first costal cartilage junction, sternum vs first rib not certain
ct-thorax-coronal	14	sternum	39.9	16.8	remove	lateral lobule at the manubrium edge at the first costal cartilage junction, sternum vs first rib not certain
ct-thorax-coronal	14	sternum	56.6	11.9	remove	on the medial clavicle head above the manubrium, not sternum
ct-thorax-coronal	14	rib	61.0	6.8	remove	on the medial clavicle running up from the sternoclavicular joint, not a rib
ct-thorax-coronal	14	rib	61.9	17.2	remove	lateral lobule at the manubrium edge at the first costal cartilage junction, sternum vs first rib not certain
ct-thorax-coronal	15	sternum	55.9	11.8	remove	on the medial end of the clavicle above the manubrium, not sternum
ct-thorax-coronal	15	rib	38.0	6.5	remove	on the medial clavicle running up from the sternoclavicular joint, not a rib
ct-thorax-coronal	15	rib	63.1	4.2	remove	on the medial clavicle running up from the sternoclavicular joint, not a rib
ct-thorax-coronal	16	sternum	42.5	20.7	remove	small bone fragment behind the manubrium at the lung apex, sternum vs first costal cartilage not certain
ct-thorax-coronal	16	sternum	47.8	17.0	remove	small bone fragment behind the manubrium, no coherent sternum outline, not certain sternum
ct-thorax-coronal	16	sternum	53.5	17.4	remove	faint speck in soft tissue behind the manubrium, not certain bone
ct-thorax-coronal	16	sternum	55.6	12.0	remove	on the medial clavicle head, not sternum
ct-thorax-coronal	16	sternum	58.0	19.1	remove	faint speck in soft tissue below the clavicle head, not certain bone
ct-thorax-coronal	16	sternum	58.7	18.2	remove	faint speck in soft tissue below the clavicle head, not certain bone
ct-thorax-coronal	16	rib	36.1	5.5	remove	on the clavicle running up from the sternoclavicular joint, not a rib
ct-thorax-coronal	16	rib	65.2	2.9	remove	on the clavicle running up from the sternoclavicular joint, not a rib
ct-thorax-coronal	17	sternum	57.8	10.5	remove	oval bone above the right lung apex behind the manubrium level, first rib or clavicle, not sternum
ct-thorax-coronal	17	rib	35.5	5.6	remove	on the clavicle shaft at the top of the image, not a rib
ct-thorax-coronal	17	rib	63.4	3.8	remove	on the clavicle shaft at the top of the image, not a rib
ct-thorax-coronal	18	sternum	56.2	12.8	remove	small oval bone above the right lung apex, sternum not present at this depth, not certain
ct-thorax-coronal	18	rib	31.9	1.2	remove	on the clavicle shaft at the top edge, not a rib
ct-thorax-coronal	18	rib	34.4	5.1	remove	on the clavicle shaft at the top edge, not a rib
ct-thorax-coronal	18	rib	66.4	1.7	remove	on the clavicle at the top edge, not a rib
ct-thorax-coronal	19	rib	29.6	1.2	remove	bone cut by the top edge above the first rib, continuation of the clavicle from slice 18, not certain rib
ct-thorax-coronal	20	rib	30.0	1.1	remove	bone cut by the top edge above the first rib, continuation of the clavicle, not certain rib
ct-thorax-coronal	25	sternum	47.9	0.1	remove	top edge of a posterior plane, on an upper vertebral body, not the sternum
ct-thorax-coronal	25	sternum	48.8	1.2	remove	top edge of a posterior plane, on an upper vertebral body, not the sternum
ct-thorax-coronal	25	rib	17.2	1.1	remove	outside the rib cage beside the humeral head and scapula at the shoulder, not a rib
ct-thorax-coronal	26	sternum	46.2	0.1	remove	top edge of a posterior plane, on an upper vertebral body, not the sternum
ct-thorax-coronal	26	sternum	47.0	1.4	remove	top edge of a posterior plane, on an upper vertebral body, not the sternum
ct-thorax-coronal	26	sternum	48.3	0.1	remove	top edge of a posterior plane, on an upper vertebral body, not the sternum
ct-thorax-coronal	26	sternum	49.2	4.1	remove	on an upper vertebral body, not the sternum
ct-thorax-coronal	26	rib	17.7	1.1	remove	outside the rib cage beside the humeral head and scapula at the shoulder, not a rib
ct-thorax-coronal	27	sternum	45.7	0.1	remove	top edge of a posterior plane, on an upper vertebral body, not the sternum
ct-thorax-coronal	27	sternum	46.1	1.1	remove	top edge of a posterior plane, on an upper vertebral body, not the sternum
ct-thorax-coronal	27	sternum	47.2	4.6	remove	on an upper vertebral body, not the sternum
ct-thorax-coronal	27	sternum	50.5	5.7	remove	on an upper vertebral body, not the sternum
ct-thorax-coronal	27	sternum	51.6	1.2	remove	top edge of a posterior plane, on an upper vertebral body, not the sternum
ct-thorax-coronal	27	rib	18.4	1.1	remove	outside the rib cage beside the humeral head and scapula at the shoulder, not a rib
ct-thorax-coronal	27	vertebral-canal	48.7	7.0	remove	inside the vertebral body (bone), not the vertebral canal
ct-thorax-coronal	28	sternum	45.7	0.1	remove	top edge of a posterior plane, on an upper vertebral body, not the sternum
ct-thorax-coronal	28	sternum	49.0	4.3	remove	on an upper vertebral body, not the sternum
ct-thorax-coronal	28	sternum	51.1	0.1	remove	top edge of a posterior plane, on an upper vertebral body, not the sternum
ct-thorax-coronal	28	thoracic-vertebra	45.3	2.4	remove	small bone fragment at the upper lateral corner of the vertebral body, likely a rib head, not certain
ct-thorax-coronal	28	rib	14.9	1.1	remove	outside the rib cage on the humeral head and scapula at the shoulder, not a rib
ct-thorax-coronal	28	vertebral-canal	49.1	7.5	remove	inside the vertebral body (bone), not the vertebral canal
ct-thorax-coronal	29	sternum	49.1	4.9	remove	on an upper vertebral body at the top of a posterior plane, not the sternum
ct-thorax-coronal	29	vertebral-canal	48.7	15.5	remove	inside the vertebral body (bone), not the vertebral canal
ct-thorax-coronal	30	sternum	50.3	4.9	remove	on an upper vertebral body at the top of a posterior plane, not the sternum
ct-thorax-coronal	30	vertebral-canal	46.9	8.3	remove	on vertebral body bone next to a disc, not the vertebral canal
ct-thorax-coronal	30	vertebral-canal	48.1	0.9	remove	on vertebral body bone at the top edge, not the vertebral canal
ct-thorax-coronal	31	sternum	46.7	4.9	remove	on an upper vertebral body at the top of a posterior plane, not the sternum
ct-thorax-coronal	31	vertebral-canal	47.2	0.9	remove	on vertebral body bone at the top edge, not the vertebral canal
ct-thorax-coronal	31	vertebral-canal	47.7	8.0	remove	on an intervertebral disc between vertebral bodies, not the vertebral canal
ct-thorax-coronal	32	vertebral-canal	48.4	7.6	remove	on a vertebral endplate and disc, not the vertebral canal
ct-thorax-coronal	32	vertebral-canal	49.1	23.5	remove	inside the vertebral body (bone), not the vertebral canal
ct-thorax-coronal	33	vertebral-canal	48.4	32.4	remove	inside the vertebral body (bone), not the vertebral canal
ct-thorax-coronal	34	vertebral-canal	49.1	41.5	remove	inside the vertebral body (bone), not the vertebral canal
ct-thorax-coronal	36	vertebral-canal	47.1	40.9	remove	inside the vertebral body (bone), not the vertebral canal
ct-thorax-coronal	38	rib	80.7	23.5	remove	on the scapula lateral border outside the rib cage, not a rib
ct-thorax-coronal	38	vertebral-canal	49.3	97.7	remove	at the bottom edge on soft tissue beside a bone fragment, canal not identifiable
ct-thorax-coronal	39	thoracic-vertebra	54.9	63.8	remove	at the costotransverse junction lateral to the spine, vertebra versus rib neck not certain
ct-thorax-coronal	39	rib	16.5	27.0	remove	on the scapula lateral border (thick blob with thin blade) outside the rib cage, not a rib
ct-thorax-coronal	39	rib	80.7	23.8	remove	on the scapula lateral border (thick blob with thin blade) outside the rib cage, not a rib
ct-thorax-coronal	40	thoracic-vertebra	44.7	32.4	remove	lateral to the spine on a transverse process or rib neck, not certain
ct-thorax-coronal	40	thoracic-vertebra	56.1	23.4	remove	oblique band lateral to the spine, likely a rib neck, not certain vertebra
ct-thorax-coronal	40	rib	79.8	25.0	remove	on the scapula lateral border (thick blob with thin blade) outside the rib cage, not a rib
ct-thorax-coronal	40	vertebral-canal	46.8	41.7	remove	on the edge of a lamina off the midline, not clearly within the vertebral canal
ct-thorax-coronal	41	thoracic-vertebra	42.7	32.5	remove	lateral to the spine at the costotransverse region, vertebra versus rib neck not certain
ct-thorax-coronal	41	rib	79.8	30.1	remove	on the scapula outside the rib cage, not a rib
ct-thorax-coronal	41	vertebral-canal	48.8	47.1	remove	beside a posterior element in a posterior plane, not clearly within the vertebral canal
ct-thorax-coronal	42	rib	18.2	35.8	remove	on the scapula outside the rib cage, not a rib
ct-thorax-coronal	42	rib	78.9	32.0	remove	on the scapula outside the rib cage, not a rib
ct-thorax-coronal	42	vertebral-canal	48.4	41.4	remove	in a gap between posterior elements, not clearly within the vertebral canal
ct-thorax-coronal	43	rib	19.3	37.3	remove	on the scapula outside the rib cage, not a rib
ct-thorax-coronal	43	vertebral-canal	51.2	52.3	remove	inside bone of the posterior elements, not the vertebral canal
ct-thorax-coronal	43	vertebral-canal	54.5	67.2	remove	inside bone lateral to the midline, not the vertebral canal
ct-thorax-coronal	44	thoracic-vertebra	42.6	66.5	remove	elongated bone lateral to the spine, likely a posterior rib, not certain vertebra
ct-thorax-coronal	45	thoracic-vertebra	40.3	66.5	remove	on the medial end of a posterior rib next to the transverse process, not the vertebra
ct-thorax-coronal	46	rib	23.4	42.6	remove	on the scapula (inferior blade) outside the rib cage, not a rib
ct-thorax-coronal	46	rib	26.7	29.1	remove	on the scapula (thin blade) outside the rib cage, not a rib
ct-thorax-coronal	46	rib	71.0	27.5	remove	on the scapula (thin blade) outside the rib cage, not a rib
ct-thorax-coronal	46	rib	73.3	39.2	remove	on the scapula (inferior blade) outside the rib cage, not a rib
ct-thorax-coronal	47	rib	25.0	47.2	remove	on the scapula inferior angle outside the rib cage, not a rib
ct-thorax-coronal	47	rib	26.1	35.2	remove	on the scapula inferior angle outside the rib cage, not a rib
ct-thorax-coronal	47	rib	71.3	36.7	remove	on the scapula inferior angle outside the rib cage, not a rib
ct-thorax-coronal	47	rib	72.4	44.4	remove	on the scapula inferior angle outside the rib cage, not a rib
ct-thorax-coronal	48	rib	26.0	47.9	remove	tiny bone speck at the scapula tip position in the back muscles, not a rib
ct-thorax-sagittal	2	rib	63.5	83.8	remove	on soft tissue of the arm, no bone
ct-thorax-sagittal	3	rib	67.3	83.8	remove	on soft tissue of the arm, no bone
ct-thorax-sagittal	4	rib	68.2	84.1	remove	on soft tissue of the arm, no bone
ct-thorax-sagittal	5	rib	63.8	75.0	remove	on soft tissue of the shoulder, no bone
ct-thorax-sagittal	5	rib	64.1	0.2	remove	at the top edge on the scapula, not a rib
ct-thorax-sagittal	5	rib	68.1	75.6	remove	on soft tissue of the shoulder, no bone
ct-thorax-sagittal	5	rib	68.7	86.0	remove	on soft tissue of the shoulder, no bone
ct-thorax-sagittal	6	rib	56.7	1.2	remove	on the scapula (Y view), not a rib
ct-thorax-sagittal	6	rib	64.4	1.2	remove	on the scapula (Y view), not a rib
ct-thorax-sagittal	6	rib	67.2	90.9	remove	on soft tissue of the shoulder, no bone
ct-thorax-sagittal	6	rib	68.6	84.0	remove	on soft tissue of the shoulder, no bone
ct-thorax-sagittal	7	rib	52.3	0.9	remove	on the scapula (Y view), not a rib
ct-thorax-sagittal	7	rib	67.3	1.2	remove	on the scapula (Y view), not a rib
ct-thorax-sagittal	7	rib	70.7	24.1	remove	on the scapula blade, not a rib
ct-thorax-sagittal	7	rib	75.7	27.6	remove	on the scapula blade, not a rib
ct-thorax-sagittal	8	rib	48.9	1.1	remove	on the scapula (Y view), not a rib
ct-thorax-sagittal	8	rib	69.8	1.6	remove	on the scapula (Y view), not a rib
ct-thorax-sagittal	8	rib	75.3	27.3	remove	on the scapula blade, not a rib
ct-thorax-sagittal	8	rib	80.9	36.5	remove	on the scapula blade, not a rib
ct-thorax-sagittal	9	rib	83.4	38.3	remove	on the thickened lateral border of the scapula blade, not a rib
ct-thorax-sagittal	17	lung	29.3	98.4	remove	in bowel gas below the diaphragm, not lung
ct-thorax-sagittal	17	rib	36.4	5.3	remove	on the clavicle (anterior oval bone above the lung apex), not a rib
ct-thorax-sagittal	18	lung	21.2	98.3	remove	in bowel gas below the diaphragm, not lung
ct-thorax-sagittal	18	rib	35.6	8.3	remove	on the clavicle (anterior oval bone above the first rib), not a rib
ct-thorax-sagittal	19	lung	20.9	98.3	remove	in bowel gas below the diaphragm, not lung
ct-thorax-sagittal	19	rib	32.8	10.1	remove	on the clavicle (anterior ring-shaped bone above the first rib), not a rib
ct-thorax-sagittal	20	lung	21.6	98.3	remove	in bowel gas below the diaphragm, not lung
ct-thorax-sagittal	20	sternum	29.6	17.8	remove	small bone below the clavicle head, likely first costal cartilage; sternum not certain
ct-thorax-sagittal	20	thoracic-vertebra	80.2	23.8	remove	lateral to the vertebral bodies, on the rib neck / transverse process region, vertebra not certain
ct-thorax-sagittal	20	thoracic-vertebra	80.2	35.2	remove	lateral to the vertebral bodies, on the rib neck / transverse process region, vertebra not certain
ct-thorax-sagittal	20	thoracic-vertebra	81.0	32.4	remove	lateral to the vertebral bodies, on the rib neck / transverse process region, vertebra not certain
ct-thorax-sagittal	21	thoracic-vertebra	67.1	7.2	remove	lateral to the vertebral bodies, on the rib head / transverse process, vertebra not certain
ct-thorax-sagittal	21	thoracic-vertebra	72.5	16.0	remove	lateral to the vertebral bodies, on the rib head / transverse process, vertebra not certain
ct-thorax-sagittal	21	thoracic-vertebra	80.1	35.5	remove	lateral to the vertebral bodies, on the rib head / transverse process, vertebra not certain
ct-thorax-sagittal	21	vertebral-canal	70.1	6.2	remove	on bone in a parasagittal plane lateral to the vertebral bodies, no canal here
ct-thorax-sagittal	21	vertebral-canal	81.1	36.6	remove	on bone in a parasagittal plane lateral to the vertebral bodies, no canal here
ct-thorax-sagittal	22	sternum	10.9	67.4	remove	on a costal cartilage lateral to the sternal body, sternum not certain
ct-thorax-sagittal	22	sternum	12.7	59.1	remove	on a costal cartilage lateral to the sternal body, sternum not certain
ct-thorax-sagittal	22	sternum	15.6	47.7	remove	on a costal cartilage lateral to the sternal body, sternum not certain
ct-thorax-sagittal	22	thoracic-vertebra	63.3	8.9	remove	lateral to the vertebral bodies, on the rib head / transverse process, vertebra not certain
ct-thorax-sagittal	22	thoracic-vertebra	67.3	16.8	remove	lateral to the vertebral bodies, on the rib head / transverse process, vertebra not certain
ct-thorax-sagittal	22	thoracic-vertebra	75.8	35.8	remove	lateral to the vertebral bodies, on the rib head / transverse process, vertebra not certain
ct-thorax-sagittal	22	rib	74.3	99.7	remove	on a sliver of bone at the bottom edge, rib not certain
ct-thorax-sagittal	22	vertebral-canal	73.5	16.5	remove	in a parasagittal plane lateral to the vertebral bodies, no canal here
ct-thorax-sagittal	22	vertebral-canal	80.9	36.7	remove	in a parasagittal plane lateral to the vertebral bodies, no canal here
ct-thorax-sagittal	23	sternum	21.9	37.9	remove	at the second costal cartilage junction on the lateral sternal edge, sternum not certain
ct-thorax-sagittal	23	sternum	51.8	0.1	remove	at the top edge on an upper vertebral body, not sternum
ct-thorax-sagittal	23	sternum	52.8	1.4	remove	at the top edge on an upper vertebral body, not sternum
ct-thorax-sagittal	23	sternum	61.3	5.0	remove	inside an upper vertebral body, not sternum
ct-thorax-sagittal	23	rib	63.7	99.7	remove	on the vertebral column at the bottom edge, not a rib
ct-thorax-sagittal	23	rib	75.1	99.4	remove	on the vertebral column at the bottom edge, not a rib
ct-thorax-sagittal	23	rib	81.9	99.6	remove	on the vertebral column at the bottom edge, not a rib
ct-thorax-sagittal	23	vertebral-canal	60.9	8.1	remove	on the disc space between two vertebral bodies, not the vertebral canal
ct-thorax-sagittal	23	vertebral-canal	77.5	41.7	remove	in an intervertebral foramen on a parasagittal plane through the pedicles, not the canal
ct-thorax-sagittal	24	sternum	50.3	0.1	remove	at the top edge on an upper vertebral body, not sternum
ct-thorax-sagittal	24	sternum	51.9	1.7	remove	at the top edge on an upper vertebral body, not sternum
ct-thorax-sagittal	24	sternum	53.7	6.1	remove	on the anterior edge of an upper vertebral body, not sternum
ct-thorax-sagittal	24	sternum	58.1	5.2	remove	inside an upper vertebral body, not sternum
ct-thorax-sagittal	25	lung	16.6	98.7	remove	in bowel gas below the diaphragm, not lung
ct-thorax-sagittal	25	sternum	51.8	0.1	remove	at the top edge on an upper vertebral body, not sternum
ct-thorax-sagittal	25	sternum	53.2	1.4	remove	at the top edge on an upper vertebral body, not sternum
ct-thorax-sagittal	25	sternum	59.4	4.9	remove	inside an upper vertebral body, not sternum
ct-thorax-sagittal	26	lung	17.4	96.8	remove	in bowel gas below the diaphragm, not lung
ct-thorax-sagittal	26	sternum	58.6	4.0	remove	at the top edge on a posterior bone (rib head / vertebra), not sternum
ct-thorax-sagittal	26	thoracic-vertebra	74.4	35.9	remove	on a rib head beside the upper vertebrae, vertebra not certain
ct-thorax-sagittal	26	vertebral-canal	74.6	97.7	remove	on a thin gap between bones at the bottom edge, canal not certain on this plane
ct-thorax-sagittal	26	vertebral-canal	77.6	52.3	remove	on the endplate / disc junction at the top of a vertebral body, not the canal
ct-thorax-sagittal	27	sternum	21.7	38.2	remove	small separate bone at the sternal angle, likely the second costal cartilage; sternum not certain
ct-thorax-sagittal	27	sternum	34.2	9.9	remove	on the clavicle head above the manubrium, not sternum
ct-thorax-sagittal	27	thoracic-vertebra	76.4	62.8	remove	on a rib head lateral to the vertebral bodies, vertebra not certain
ct-thorax-sagittal	27	thoracic-vertebra	79.9	72.6	remove	on the costovertebral region at the top of the visible bodies, vertebra not certain
ct-thorax-sagittal	27	vertebral-canal	75.5	71.9	remove	on the costovertebral joint gap, not the vertebral canal
ct-thorax-sagittal	27	vertebral-canal	80.7	43.8	remove	on bone in a parasagittal plane lateral to the vertebral bodies, no canal here
ct-thorax-sagittal	28	sternum	9.2	67.1	remove	on a costal cartilage lateral to the sternal body, sternum not certain
ct-thorax-sagittal	28	sternum	11.5	57.1	remove	on a costal cartilage lateral to the sternal body, sternum not certain
ct-thorax-sagittal	28	sternum	15.0	46.2	remove	on a costal cartilage lateral to the sternal body, sternum not certain
